scout,match,robot,team,start_pos,auto_type,auto_bump,auto_climb,auto_cycles,teleop_trench,teleop_bump,num_cycles,num_cycles_tenths,endgame_climb,climb_less_than_5,inactive_strat,driver_rating,problems,card,comments
HR,99,R2,116,F,NA,FALSE,FALSE,4,0,6,1,4,No,FALSE,"2,6",3,NA,No Card,Attempted climb
RX,99,R3,7886,C,NA,FALSE,FALSE,0,4,2,0,0,No,FALSE,2,3,NA,No Card,Did not intake
AD,99,B1,5841,M,NA,FALSE,FALSE,0,8,1,0,0,No,FALSE,2,3,NA,No Card,Just a drive train
BS,99,B2,4464,F,NA,FALSE,FALSE,0,3,1,0,0,No,FALSE,1,3,NA,No Card,NA
AY,99,B3,3373,C,1,FALSE,FALSE,1,0,1,2,4,No,FALSE,"2,6",2,NA,No Card,NA
BP,82,R1,2186,C,NA,FALSE,FALSE,2,6,0,1,0,F,FALSE,1,3,NA,No Card,Slow rate of fire and imtaking
HR,82,R2,2421,M,NA,FALSE,FALSE,0,3,3,1,7,No,FALSE,6,2,NA,No Card,No auto
AC,82,R3,3373,F,1,FALSE,FALSE,5,0,4,3,3,No,FALSE,6,3,NA,No Card,3373 very slow intake
AD,82,B1,4821,M,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,NA
BS,82,B2,4464,C,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,3,1,No Card,NA
AZ,82,B3,116,F,NA,FALSE,FALSE,0,0,6,0,4,L1,TRUE,2,2,NA,No Card,Robot swerve looked broken near the end
AW,100,R1,8590,NA,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,NA
HR,100,R2,2900,C,NA,FALSE,FALSE,0,9,1,1,0,No,FALSE,"2,6",3,NA,No Card,Indexer/shooter malfunction
RX,100,R3,2988,M,NA,FALSE,FALSE,6,6,2,2,7,No,FALSE,6,3,NA,No Card,"Passed to human players, seems like tank drive, weird turns"
MH,100,B1,1727,F,NA,FALSE,FALSE,0,6,0,1,2,No,FALSE,"1,2,6",3,NA,No Card,NA
BS,100,B2,2537,C,3,FALSE,FALSE,8,3,0,3,4,No,FALSE,6,5,NA,No Card,NA
AZ,100,B3,2914,NA,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,NA
AW,101,R1,1446,NA,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,NA
HR,101,R2,3714,C,NA,FALSE,FALSE,0,4,2,0,0,No,FALSE,2,2,NA,No Card,Shooter malfunction
RX,101,R3,5587,F,1,FALSE,FALSE,3,4,2,2,7,No,FALSE,6,3,NA,No Card,Slow outake
KO,101,B1,888,C,3,FALSE,FALSE,9,8,2,3,3,No,FALSE,1,4,NA,No Card,NA
BS,101,B2,11318,M,NA,FALSE,FALSE,5,7,0,3,0,No,FALSE,1,4,NA,No Card,NA
AZ,101,B3,4456,F,NA,FALSE,FALSE,1,5,0,1,5,No,FALSE,6,1,NA,No Card,Shooter is broken
AW,102,R1,6882,M,NA,FALSE,FALSE,6,6,0,2,4,No,FALSE,"6,5",3,NA,No Card,"Got beached for a little while, not a very good shooter"
HR,102,R2,2912,F,NA,FALSE,FALSE,4,0,0,0,0,No,FALSE,NA,1,NA,No Card,Did not leave AZ
RX,102,R3,11211,C,NA,FALSE,FALSE,0,2,0,0,0,No,FALSE,6,2,NA,No Card,"No auto, tank drive"
AD,102,B1,4638,M,NA,FALSE,TRUE,0,1,4,0,0,L1,FALSE,"2,4",4,NA,No Card,NA
KO,102,B2,5243,F,NA,FALSE,TRUE,4,0,4,1,3,L1,FALSE,NA,3,NA,No Card,Slow shooter
AZ,102,B3,2421,C,NA,FALSE,FALSE,0,7,0,2,4,No,FALSE,2,3,NA,No Card,NA
AW,103,R1,4464,F,NA,FALSE,FALSE,0,3,0,0,2,No,FALSE,NA,2,NA,No Card,"Actually moved for about half the match, for the other half kinda just rotated in one place"
HR,103,R2,7886,M,NA,FALSE,FALSE,0,8,0,0,0,No,FALSE,"2,4,5",3,NA,No Card,NA
RX,103,R3,1727,C,3,FALSE,FALSE,4,4,2,1,3,No,FALSE,NA,1,1,No Card,"Passed to human during inactive, stopped moving in last 30 seconds"
AD,103,B1,5353,F,NA,FALSE,FALSE,0,14,1,0,3,No,FALSE,"2,4",3,NA,No Card,NA
AC,103,B2,6239,M,1,FALSE,FALSE,6,6,0,3,6,No,FALSE,6,3,NA,No Card,Stayed in front of hub auto
AZ,103,B3,5338,C,3,FALSE,FALSE,0,6,0,3,7,No,FALSE,2,5,NA,No Card,NA
AW,104,R1,5587,F,1,FALSE,FALSE,20,0,4,4,0,No,FALSE,5,3,NA,No Card,NA
HR,104,R2,5549,C,3,FALSE,FALSE,10,2,3,5,3,No,FALSE,"2,1,6",5,NA,No Card,NA
RX,104,R3,2900,F,NA,FALSE,FALSE,7,4,0,0,6,No,FALSE,6,3,NA,No Card,NA
AD,104,B1,4821,F,NA,FALSE,FALSE,0,0,2,0,0,No,FALSE,4,3,NA,No Card,Only played defense in oz
AC,104,B2,1389,C,1,FALSE,FALSE,2,0,2,2,6,No,FALSE,6,2,NA,No Card,"Didn?t intake full for most of the match, stayed in AZ for most of the match, sometimes legit just intook three balls and shot them without getting more"
AZ,104,B3,11318,M,NA,FALSE,FALSE,5,18,0,8,2,No,FALSE,2,1,NA,No Card,Very small hopper capacity
AW,105,R1,2912,C,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,"Couldn?t intake, didn?t move a lot, got stuck on the depot"
HR,105,R2,1446,C,NA,FALSE,FALSE,0,0,1,0,0,No,FALSE,NA,1,1,No Card,NA
RX,105,R3,888,F,3,FALSE,FALSE,12,2,0,0,3,No,FALSE,"2,6",4,NA,No Card,Outake got jammed very early on
AD,105,B1,5243,F,NA,FALSE,TRUE,5,2,2,2,9,L1,FALSE,NA,4,NA,No Card,NA
BS,105,B2,2988,M,NA,FALSE,FALSE,0,3,1,0,0,No,FALSE,6,1,NA,No Card,Intake full during inactive but didn?t shoot
AZ,105,B3,116,C,NA,FALSE,FALSE,2,0,4,1,3,L1,FALSE,6,2,NA,No Card,A ton of balls stuck between hopper wall and intake
AW,106,R1,4472,F,3,FALSE,FALSE,16,4,1,4,5,No,FALSE,"1,5",4,NA,No Card,Not very accurate some of the time
AD,106,R2,2914,M,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,"Did not die, but did nothing. Broken drive train?"
RX,106,R3,2186,C,NA,FALSE,FALSE,3,2,0,1,0,No,FALSE,NA,3,NA,No Card,NA
MNL,106,B1,5841,NA,NA,FALSE,FALSE,0,0,0,0,9,No,FALSE,NA,1,NA,No Card,NA
BS,106,B2,11211,C,NA,FALSE,FALSE,0,0,2,0,0,No,FALSE,NA,3,NA,No Card,NA
AZ,106,B3,3714,F,NA,FALSE,FALSE,0,4,2,0,0,No,FALSE,4,2,NA,No Card,Hopper broke
AW,107,R1,3373,F,1,FALSE,FALSE,9,0,4,3,0,No,FALSE,5,3,NA,No Card,NA
KO,107,R2,4638,M,NA,FALSE,FALSE,1,0,8,0,2,No,FALSE,4,2,NA,No Card,Played defense all game
RX,107,R3,1731,C,3,FALSE,FALSE,4,0,0,4,1,No,FALSE,"1,2,6",4,NA,No Card,Missed a bunch of fuel in auto
AD,107,B1,449,F,3,FALSE,FALSE,18,11,1,6,3,No,FALSE,"2,6",5,NA,No Card,NA
BS,107,B2,6882,M,NA,FALSE,FALSE,3,3,1,0,0,No,FALSE,4,3,NA,No Card,Barely scored played defense the whole time
AZ,107,B3,2537,C,3,FALSE,FALSE,0,10,0,4,2,No,FALSE,NA,5,NA,No Card,NA
AW,108,R1,2421,M,NA,FALSE,FALSE,5,5,5,1,0,No,FALSE,NA,3,NA,No Card,"Got stuck on the bump twice, slow shooting, slow/unreliable intake"
AC,108,R2,8590,F,NA,FALSE,FALSE,0,2,0,1,0,No,FALSE,6,2,NA,No Card,"Slow intake, didn?t seem to do anything auto"
RX,108,R3,5549,C,3,FALSE,FALSE,0,5,1,4,0,No,FALSE,"1,6",4,NA,No Card,Almost got beached in auto
AD,108,B1,4456,M,NA,FALSE,FALSE,2,5,0,3,8,No,FALSE,"2,6",3,NA,No Card,NA
BS,108,B2,5587,C,1,FALSE,FALSE,6,1,2,3,0,No,FALSE,"1,6",1,NA,No Card,NA
AZ,108,B3,7886,F,NA,FALSE,FALSE,0,11,1,0,0,No,FALSE,NA,4,NA,No Card,Just drive and no shooter
AW,109,R1,2186,F,NA,FALSE,FALSE,4,0,0,0,5,F,FALSE,NA,2,NA,No Card,"Slowwwww, couldn?t really move much"
AC,109,R2,2912,M,NA,FALSE,FALSE,0,1,0,0,0,No,FALSE,NA,1,NA,No Card,They just kinda jittered around NZ for the entirety of tele
KO,109,R3,116,C,NA,FALSE,FALSE,2,0,4,0,4,L1,FALSE,2,2,NA,No Card,Mid accuracy because shooter too strong?
AD,109,B1,1727,F,NA,FALSE,FALSE,0,6,2,4,3,No,FALSE,"6,2",4,NA,No Card,NA
BS,109,B2,6239,M,NA,FALSE,FALSE,2,6,0,2,0,No,FALSE,6,3,NA,No Card,NA
AZ,109,B3,4472,C,3,FALSE,FALSE,1,6,0,2,8,No,FALSE,1,4,NA,No Card,NA
BP,83,R1,3714,M,NA,FALSE,FALSE,0,2,2,0,0,No,FALSE,3,2,NA,No Card,"Evidently tank, couldn?t shoot, got beached a couple of times"
HR,83,R2,4472,F,3,FALSE,FALSE,10,6,0,4,2,No,FALSE,"1,6",4,NA,No Card,Some inaccuracy
AC,83,R3,5549,C,3,FALSE,FALSE,10,8,0,6,0,No,FALSE,"2,6",4,NA,No Card,Poomfs kinda slow
AD,83,B1,2900,M,NA,FALSE,FALSE,2,10,0,0,0,No,FALSE,1,3,NA,No Card,"Shooter jammed, made 0 balls in tele op, gave up on shooting and started passing"
BS,83,B2,2537,C,3,FALSE,FALSE,0,6,0,2,3,No,FALSE,1,4,NA,No Card,Got caught under the trench during auto and had some trouble shooting in tele
AZ,83,B3,5243,F,NA,FALSE,TRUE,2,10,0,2,4,L1,FALSE,2,2,NA,No Card,NA
AW,110,R1,2537,F,31,FALSE,FALSE,16,8,0,4,5,No,FALSE,"1,6",4,NA,No Card,"Kind of slow shooter, sometimes pretty inaccurate"
AC,110,R2,11211,C,NA,FALSE,FALSE,0,0,1,0,0,No,FALSE,NA,1,NA,No Card,"Stuck on balls half the match, played unsuccessful defense the rest"
KO,110,R3,1446,M,NA,FALSE,FALSE,0,5,4,0,0,No,FALSE,NA,2,NA,No Card,Beached
AD,110,B1,5338,F,3,FALSE,FALSE,0,4,0,0,0,No,FALSE,NA,2,1,No Card,"Died at the very beginning of tele op, came back during endgame"
BS,110,B2,888,C,3,FALSE,FALSE,10,6,1,4,3,No,FALSE,NA,5,NA,No Card,NA
AY,110,B3,5841,M,NA,FALSE,FALSE,0,0,1,0,0,No,FALSE,2,2,NA,No Card,Drivetrain
AW,111,R1,11318,C,NA,FALSE,FALSE,5,12,0,4,0,No,FALSE,"5,6",4,NA,No Card,Was susceptible to the defense being played by 5353
AC,111,R2,3373,F,1,FALSE,FALSE,0,0,3,2,8,No,FALSE,6,2,NA,No Card,NA
KO,111,R3,2988,M,NA,FALSE,FALSE,2,1,0,0,0,No,FALSE,NA,1,1,No Card,NA
AD,111,B1,5353,F,3,FALSE,FALSE,15,5,3,3,9,No,FALSE,"2,6",4,NA,No Card,Should have climbed l1 with a few extra seconds
BS,111,B2,1731,C,3,FALSE,FALSE,4,5,0,5,0,No,FALSE,1,5,NA,No Card,NA
AY,111,B3,5243,M,NA,FALSE,TRUE,5,5,1,2,0,F,FALSE,"2,6",2,NA,No Card,NA
AW,112,R1,8590,F,NA,FALSE,FALSE,0,6,0,2,5,No,FALSE,5,3,NA,No Card,"Wobbly intake, really bad piece security"
FL,112,R2,1389,M,NA,FALSE,FALSE,0,0,4,1,4,No,FALSE,6,3,NA,No Card,NA
KO,112,R3,449,C,3,FALSE,FALSE,6,8,0,3,6,No,FALSE,1,5,NA,No Card,NA
MH,112,B1,4821,F,NA,FALSE,FALSE,0,2,2,1,2,No,FALSE,NA,3,NA,No Card,NA
BS,112,B2,3714,F,NA,FALSE,FALSE,0,2,0,0,0,No,FALSE,NA,3,1,No Card,NA
AZ,112,B3,4638,M,NA,FALSE,FALSE,1,4,0,0,7,No,FALSE,NA,2,NA,No Card,Had trouble moving around and shooting
SBS,113,R1,2421,M,NA,FALSE,FALSE,3,0,8,0,4,No,FALSE,3,3,NA,No Card,Bot was js cooked
FL,113,R2,4464,F,NA,FALSE,FALSE,0,3,1,0,0,No,FALSE,"2,4",2,NA,No Card,NA
HR,113,R3,2900,C,NA,FALSE,FALSE,0,10,0,2,3,No,FALSE,"2,6,4",3,NA,No Card,Bad indexer
AD,113,B1,4456,C,NA,FALSE,FALSE,0,2,0,2,6,No,FALSE,"2,6",3,NA,No Card,NA
BS,113,B2,6882,M,NA,FALSE,FALSE,4,2,2,1,0,No,FALSE,1,3,NA,No Card,Small hopper
AZ,113,B3,2914,F,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,"Rookie team, no shooting or intaking action going on"
SBS,114,R1,116,F,NA,FALSE,FALSE,4,0,8,0,0,L1,FALSE,3,1,NA,No Card,Intake was broken or smth; bad game sense
FL,114,R2,5353,C,3,FALSE,FALSE,8,4,2,1,7,No,FALSE,4,3,NA,No Card,NA
HR,114,R3,5587,M,NA,FALSE,FALSE,0,0,2,1,0,No,FALSE,"2,6",3,NA,No Card,Difficulty going over bump
AD,114,B1,1731,C,3,FALSE,FALSE,17,5,0,4,5,No,FALSE,"2,6",4,NA,No Card,NA
Cc,114,B2,2988,M,NA,FALSE,FALSE,0,3,1,3,0,No,FALSE,6,1,NA,No Card,Bad driver
AZ,114,B3,888,F,3,FALSE,FALSE,16,7,3,4,2,No,FALSE,2,5,NA,No Card,NA
SBS,115,R1,5338,F,3,FALSE,TRUE,8,6,0,5,0,No,FALSE,"5,6",4,NA,No Card,NA
FL,115,R2,5243,C,NA,FALSE,TRUE,2,2,1,2,5,L1,TRUE,2,3,NA,No Card,NA
HR,115,R3,11318,M,NA,FALSE,FALSE,3,12,0,0,7,No,FALSE,"2,6",3,NA,No Card,Hopper broke
MH,115,B1,5549,F,3,FALSE,FALSE,9,4,2,3,9,No,FALSE,"2,6",3,NA,No Card,NA
GK,115,B2,4638,M,NA,FALSE,FALSE,0,1,5,0,0,F,TRUE,"5,2",2,NA,No Card,Struggles with bump crossing
RL,115,B3,2186,C,2,FALSE,FALSE,4,4,0,2,9,L1,FALSE,2,3,NA,No Card,"Pretty slow, somewhat finicky"
SBS,116,R1,4821,M,NA,FALSE,FALSE,2,0,4,0,0,No,FALSE,3,3,NA,No Card,NA
FL,116,R2,5841,F,NA,FALSE,FALSE,0,2,0,0,0,No,FALSE,2,2,NA,No Card,"Really good bulldozing for first 30 seconds, then they just sat in NZ for the rest of the match doing nothing"
HR,116,R3,6882,C,NA,FALSE,FALSE,3,7,0,0,0,No,FALSE,2,3,NA,No Card,No intake
KO,116,B1,2912,M,NA,FALSE,FALSE,0,1,0,0,0,No,FALSE,NA,1,NA,No Card,Drive broke
GK,116,B2,1727,C,NA,FALSE,FALSE,0,3,0,1,7,No,FALSE,"6,2",4,1,No Card,Died with ~45 sec left
AZ,116,B3,4456,M,NA,FALSE,FALSE,0,3,0,1,1,No,FALSE,6,2,NA,No Card,NA
SBS,117,R1,3373,F,1,FALSE,FALSE,5,0,4,3,2,No,FALSE,"5,6",3,NA,No Card,NA
FL,117,R2,4472,C,3,FALSE,FALSE,8,3,0,1,5,No,FALSE,"1,6",3,NA,No Card,They kept doing 5 ball cycles from their AZ
HR,117,R3,8590,M,NA,FALSE,FALSE,0,3,0,2,2,No,FALSE,"2,6,1",2,NA,No Card,NA
KO,117,B1,2421,M,NA,FALSE,FALSE,1,2,6,0,0,No,FALSE,4,3,NA,No Card,"Struggled with getting over the bump, played defense"
SC,117,B2,1389,C,NA,FALSE,FALSE,1,0,5,1,5,No,FALSE,6,2,NA,No Card,Got stuck on bump multiple times
AZ,117,B3,11211,F,NA,FALSE,FALSE,0,3,2,0,6,No,FALSE,NA,2,NA,No Card,Had trouble intaking and shooting
FL,118,R1,3714,NA,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,NA
FL,118,R2,2537,F,3,FALSE,FALSE,10,2,0,4,5,No,FALSE,"1,6",4,NA,No Card,NA
HR,118,R3,6239,M,NA,FALSE,FALSE,3,10,0,2,8,No,FALSE,"2,6",2,NA,No Card,NA
KO,118,B1,4464,C,NA,FALSE,FALSE,0,4,0,0,4,No,FALSE,2,2,NA,No Card,Had difficulty getting up the bump
MY,118,B2,2914,F,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,"Did not intake, shoot, or move out of alliance zone. Tried to feed hp a little bit, but we?re not effective. Moved really slowly in general"
AZ,118,B3,1446,M,NA,FALSE,FALSE,0,4,4,0,0,No,FALSE,NA,2,NA,No Card,"Does not intake at all, played defense"
FL,119,R1,2900,M,NA,FALSE,FALSE,5,8,0,0,1,No,FALSE,5,2,NA,No Card,NA
FL,119,R2,116,F,NA,FALSE,FALSE,3,0,3,0,5,L1,FALSE,2,3,NA,No Card,"Bulldozing rly well at start, then not so good"
HR,119,R3,449,C,3,FALSE,FALSE,15,8,1,4,7,No,FALSE,"6,2",5,NA,No Card,NA
KO,119,B1,7886,C,NA,FALSE,FALSE,0,1,0,0,0,No,FALSE,2,2,NA,No Card,Beached under trench rip
LJ,119,B2,2912,M,NA,FALSE,FALSE,2,1,1,0,0,No,FALSE,2,2,1,No Card,"Focused on herding towards HP, struggled to line up and drove slowly, could not un beach partners. Died with about 30 seconds left"
AZ,119,B3,5243,F,NA,FALSE,TRUE,3,4,0,2,3,No,FALSE,NA,2,NA,No Card,Bad bc it?s not 449 but seriously played good defense against us
HR,84,R2,5841,M,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,1,No Card,No auto
AW,84,R3,1727,F,NA,FALSE,FALSE,0,6,4,3,5,No,FALSE,"1,6",3,NA,No Card,NA
AD,84,B1,4638,NA,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,NA
BS,84,B2,4456,M,NA,FALSE,FALSE,3,4,0,0,1,No,FALSE,4,4,NA,No Card,They?re shooter wasn?t working so they played defense the whole match
AZ,84,B3,449,F,3,FALSE,FALSE,10,10,0,3,8,No,FALSE,2,5,NA,No Card,"Shooter inertia decreases rapidly near the end of the match, shooter had trouble"
BP,84,R1,1731,C,3,FALSE,FALSE,10,5,0,5,0,No,FALSE,"3,5",4,NA,No Card,Good effectiveness in many things
FL,120,R1,11211,F,NA,FALSE,FALSE,0,0,1,0,1,No,FALSE,6,1,NA,No Card,Stayed in middle whole time bulldozing
FL,120,R2,4456,M,NA,FALSE,FALSE,2,2,1,1,7,No,FALSE,6,3,NA,No Card,Died for 15 seconds a couple times throughout the match
HR,120,R3,2186,C,NA,FALSE,FALSE,3,6,0,0,7,No,FALSE,2,3,NA,No Card,Jammed intake
BS,120,B1,3373,C,1,FALSE,FALSE,1,0,4,2,4,No,FALSE,"6,2",4,NA,No Card,For the first half of the match didn?t go into neutral zone and just relied on balls from depot and teammates passing
LJ,120,B2,5587,F,NA,FALSE,FALSE,2,0,4,2,1,No,FALSE,"2,6",3,NA,No Card,"Slow spin up time, took shoots pretty far from hub. Shots were a bit inaccurate"
AY,120,B3,1389,M,NA,FALSE,FALSE,2,0,4,1,3,No,FALSE,NA,2,NA,No Card,"Shoot on the move is decent, Inaccurate, Struggled to intake"
FL,121,R1,4638,F,NA,FALSE,TRUE,0,3,3,0,7,No,FALSE,6,2,NA,No Card,Saved a friend and broke side panel
AW,121,R2,2988,M,NA,FALSE,FALSE,5,5,1,2,0,No,FALSE,6,3,NA,No Card,Was beached for about a third of the match before getting unteaches by a teammate
HR,121,R3,6239,C,3,FALSE,FALSE,0,3,1,1,4,No,FALSE,"2,6",3,NA,No Card,Inaccurate shooter
BS,121,B1,6882,M,NA,FALSE,FALSE,8,3,0,4,3,No,FALSE,"2,6",4,NA,No Card,Although they emptied their hopper a lot their hopper is supper small so they weren?t actually scoring much if I could estimate they scored about 60-65 fuel
FL,121,B2,1727,C,3,FALSE,FALSE,5,2,3,2,7,No,FALSE,"1,6",3,NA,No Card,Died during endgame
AY,121,B3,5549,F,3,FALSE,FALSE,5,3,1,5,3,No,FALSE,"2,6,1",5,NA,No Card,NA
FL,122,R1,3714,C,NA,FALSE,FALSE,0,4,2,0,0,No,FALSE,"5,3",2,NA,No Card,NA
AW,122,R2,5338,F,3,FALSE,FALSE,10,8,4,4,6,No,FALSE,6,4,NA,No Card,"Very versatile driver, could go over bump or under trench when the other was blocked"
HR,122,R3,7886,M,NA,FALSE,FALSE,0,7,3,0,0,No,FALSE,"2,5",4,NA,No Card,NA
BS,122,B1,1446,C,NA,FALSE,FALSE,0,5,2,0,0,No,FALSE,2,1,NA,No Card,Passed to human player a lot and passing was actually very good but they didn?t shoot
FL,122,B2,5353,F,3,FALSE,FALSE,7,4,0,4,5,No,FALSE,2,5,NA,No Card,NA
AY,122,B3,4821,M,NA,FALSE,FALSE,0,0,1,0,0,No,FALSE,4,2,NA,No Card,Got beached on enemy bump; got stuck in enemy side
FL,123,R1,449,C,3,FALSE,FALSE,15,3,0,4,4,No,FALSE,"1,5,6",5,NA,No Card,NA
AW,123,R2,5841,NA,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,NA
HR,123,R3,2914,M,NA,FALSE,FALSE,0,2,0,0,0,No,FALSE,4,2,NA,No Card,NA
BS,123,B1,888,C,3,FALSE,FALSE,12,4,1,4,2,No,FALSE,"6,1",5,NA,No Card,NA
FL,123,B2,2900,M,NA,FALSE,FALSE,0,8,0,0,2,No,FALSE,2,1,NA,No Card,Buns
AY,123,B3,4472,F,3,FALSE,FALSE,9,0,0,2,2,No,FALSE,"1,6",4,NA,No Card,NA
FL,124,R1,2537,F,13,FALSE,FALSE,15,5,0,0,7,No,FALSE,"3,4,6,5",4,NA,No Card,Intake broke after first cycle
AW,124,R2,8590,M,NA,FALSE,FALSE,5,4,0,0,4,No,FALSE,2,2,1,No Card,"Genuinely bad piece security. Intake didn?t appear to break, but it got rammed into the walls and was flopping around"
HR,124,R3,4464,C,3,FALSE,FALSE,0,10,4,0,0,No,FALSE,"2,5,4",3,NA,No Card,No intake
BS,124,B1,1731,F,3,FALSE,FALSE,7,5,0,3,7,No,FALSE,"1,6",5,NA,No Card,Passing is probably the best out of all the teams also scored alot
FL,124,B2,11318,C,NA,FALSE,FALSE,10,4,0,3,1,No,FALSE,"6,5",3,NA,No Card,They have a really teeny hopper tho
AD,124,B3,2421,M,NA,FALSE,FALSE,2,7,3,1,1,No,FALSE,6,3,NA,No Card,NA
FL,125,R1,4456,C,NA,FALSE,FALSE,2,8,0,1,6,No,FALSE,"6,5",2,NA,No Card,NA
AW,125,R2,3714,M,NA,FALSE,FALSE,6,3,3,0,0,No,FALSE,4,3,NA,No Card,"Didn?t shoot, kept the preloaded fuel the entire match. For about half the match, the had a fuel stuck underneath them making movement weird. They played defense, but weren?t very good imo"
HR,125,R3,3373,F,1,FALSE,FALSE,0,0,4,2,0,No,FALSE,"2,6",2,NA,No Card,NA
BS,125,B1,11211,C,NA,FALSE,FALSE,0,0,3,0,2,No,FALSE,2,3,NA,No Card,"Tried their best to pass and bulldoze but it just wasn?t working much, bot is slow"
FL,125,B2,116,F,NA,FALSE,FALSE,2,0,6,1,2,L1,FALSE,"6,2",3,NA,No Card,Shooting aim is dookie
AD,125,B3,6239,M,NA,FALSE,FALSE,5,8,0,3,5,No,FALSE,"6,2",3,NA,No Card,NA
SBS,126,R1,5338,F,3,FALSE,FALSE,9,0,0,6,2,No,FALSE,"5,6",5,NA,No Card,NA
AW,126,R2,2988,M,NA,FALSE,FALSE,8,1,3,1,0,No,FALSE,NA,2,NA,No Card,Beached for the vast majority of the match
HR,126,R3,5549,C,3,FALSE,FALSE,8,3,1,4,0,No,FALSE,"1,6",5,NA,No Card,NA
BS,126,B1,7886,C,NA,FALSE,FALSE,0,3,9,0,0,No,FALSE,"1,4,5",5,NA,No Card,Driver played very good defense but not couldn?t shoot
BP,126,B2,2900,F,3,FALSE,FALSE,10,5,0,0,1,No,FALSE,NA,1,NA,No Card,NA
AD,126,B3,4638,M,NA,FALSE,TRUE,0,8,4,0,5,No,FALSE,NA,3,NA,No Card,NA
SBS,127,R1,5353,C,3,FALSE,FALSE,0,4,0,4,6,No,TRUE,"5,6",3,NA,No Card,Turned around in auto
AW,127,R2,2186,F,NA,FALSE,FALSE,5,8,0,1,0,L1,FALSE,2,4,NA,No Card,NA
HR,127,R3,6882,M,NA,FALSE,FALSE,9,1,1,3,6,No,FALSE,"2,6",3,NA,No Card,NA
BS,127,B1,2912,C,NA,FALSE,FALSE,0,2,2,0,0,No,FALSE,4,4,NA,No Card,Played decent defense and considering the fact that they didn?t shoot they actually contributed a good amount
BP,127,B2,11318,F,NA,FALSE,FALSE,8,3,2,5,6,No,FALSE,"2,6",3,NA,No Card,NA
AD,127,B3,8590,M,NA,FALSE,FALSE,4,6,0,0,1,No,FALSE,2,3,1,No Card,Died during the third tele op shift
BP,128,R1,5841,NA,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,Very skillful as you can see
AW,128,R2,1446,NA,NA,FALSE,FALSE,0,9,1,0,0,No,FALSE,2,3,NA,No Card,"Couldn?t intake or shoot, got beached multiple times, herded/bulldozed the entire match"
HR,128,R3,1389,M,NA,FALSE,FALSE,6,0,4,2,8,No,FALSE,6,1,NA,No Card,NA
BS,128,B1,4464,M,NA,FALSE,FALSE,5,0,0,0,0,No,FALSE,NA,3,NA,No Card,Basically did nothing the whole game didn?t go under the trench or over the bump
BP,128,B2,1731,C,3,FALSE,FALSE,0,1,0,7,8,No,FALSE,"2,6",5,NA,No Card,Missed they whole auto
KO,128,B3,449,F,3,FALSE,FALSE,12,12,0,5,2,No,FALSE,"2,3,6,1",5,NA,No Card,NA
MH,129,R1,888,F,NA,FALSE,FALSE,10,0,0,5,6,No,FALSE,NA,1,NA,No Card,NA
AW,129,R2,1727,C,3,FALSE,FALSE,15,4,0,3,0,No,FALSE,"2,6",4,1,No Card,Died towards the end of the match
HR,129,R3,4821,M,NA,FALSE,FALSE,4,3,1,0,0,No,FALSE,"4,5",1,NA,No Card,NA
BP,129,B2,2421,M,NA,FALSE,FALSE,0,2,4,0,0,No,FALSE,"6,4",2,NA,No Card,Played D all game
AD,129,B3,2537,C,3,FALSE,FALSE,13,8,0,3,1,No,FALSE,"1,2,6",4,NA,No Card,NA
SBS,129,B1,4472,F,3,FALSE,FALSE,6,8,0,4,7,No,FALSE,6,4,NA,No Card,Tuff_ - Caves & Cliffs Update
BP,85,R1,2988,M,NA,FALSE,FALSE,6,11,0,0,7,No,FALSE,"3,4,5",2,NA,No Card,Played defense almost the whole time
HR,85,R2,2914,NA,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,NA
AW,85,R3,5353,C,3,FALSE,FALSE,13,8,2,5,4,No,FALSE,"1,6",3,NA,No Card,Bad piece security
AD,85,B1,8590,M,NA,FALSE,FALSE,0,9,0,1,0,No,FALSE,"3,4,5",5,NA,No Card,Intake broke and maybe shooter broke. But the driver figured things out and played really defense
BS,85,B2,5338,C,3,FALSE,FALSE,0,5,2,5,0,No,FALSE,"2,6",4,NA,No Card,Played a good game overall auto probably would?ve been good but crashed into trench on the way back
